"id","year","month","day","from_time","to_time","court","odds","created_at","updated_at","delete_flg","apply_court","empty_court"
1445,2020,10,31,9,11,"3",5.75,2020/09/05 12:04:44.405,2020/09/09 17:35:08.269,"0",46,8
1446,2020,10,31,11,13,"3",7.00,2020/09/05 12:04:44.490,2020/09/09 17:35:08.358,"0",56,8
1451,2020,11,1,9,11,"1",9.50,2020/10/04 8:03:58.459,2020/10/09 18:56:49.416,"0",38,4
1453,2020,11,1,13,16,"1",18.00,2020/10/04 8:03:58.682,2020/10/09 18:56:49.705,"0",72,4
1454,2020,11,1,9,11,"2",9.00,2020/10/04 8:04:00.709,2020/10/09 18:56:51.668,"0",72,8
1455,2020,11,1,11,13,"2",10.25,2020/10/04 8:04:00.788,2020/10/09 18:56:51.744,"0",82,8
1456,2020,11,1,13,16,"2",15.38,2020/10/04 8:04:00.868,2020/10/09 18:56:51.826,"0",123,8
1457,2020,11,1,9,11,"3",7.88,2020/10/04 8:04:03.879,2020/10/09 18:56:53.680,"0",63,8
1458,2020,11,1,11,13,"3",8.88,2020/10/04 8:04:03.989,2020/10/09 18:56:53.758,"0",71,8
1459,2020,11,1,13,16,"3",13.62,2020/10/04 8:04:04.160,2020/10/09 18:56:53.836,"0",109,8
1460,2020,11,3,9,11,"0",1.88,2020/10/04 8:04:06.345,2020/10/09 18:56:55.806,"0",15,8
1461,2020,11,3,11,13,"0",0.50,2020/10/04 8:04:06.418,2020/10/09 18:56:55.885,"0",4,8
1462,2020,11,3,9,11,"1",8.25,2020/10/04 8:04:08.467,2020/10/09 18:56:58.101,"0",33,4
1463,2020,11,3,11,13,"1",7.25,2020/10/04 8:04:08.542,2020/10/09 18:56:58.177,"0",29,4
1464,2020,11,3,13,16,"1",7.75,2020/10/04 8:04:08.617,2020/10/09 18:56:58.254,"0",31,4
1465,2020,11,3,9,11,"2",7.62,2020/10/04 8:04:10.679,2020/10/09 18:57:00.275,"0",61,8
1466,2020,11,3,11,13,"2",8.50,2020/10/04 8:04:10.753,2020/10/09 18:57:00.366,"0",68,8
1467,2020,11,3,13,16,"2",15.00,2020/10/04 8:04:10.832,2020/10/09 18:57:00.471,"0",120,8
1468,2020,11,3,9,11,"3",6.50,2020/10/04 8:04:12.861,2020/10/09 18:57:02.531,"0",52,8
1469,2020,11,3,11,13,"3",12.00,2020/10/04 8:04:12.958,2020/10/09 18:57:02.605,"0",96,8
1470,2020,11,3,13,16,"3",20.25,2020/10/04 8:04:13.031,2020/10/09 18:57:02.680,"0",162,8
1472,2020,11,7,11,13,"0",7.00,2020/10/04 8:04:15.264,2020/10/09 18:57:05.160,"0",56,8
1473,2020,11,7,13,15,"0",14.12,2020/10/04 8:04:15.338,2020/10/09 18:57:05.234,"0",113,8
1474,2020,11,7,15,17,"0",6.00,2020/10/04 8:04:15.416,2020/10/09 18:57:05.311,"0",48,8
1475,2020,11,7,17,19,"0",1.62,2020/10/04 8:04:15.494,2020/10/09 18:57:05.388,"0",13,8
1476,2020,11,7,19,21,"0",1.38,2020/10/04 8:04:15.573,2020/10/09 18:57:05.474,"0",11,8
1477,2020,11,7,9,11,"1",11.25,2020/10/04 8:04:17.691,2020/10/09 18:57:07.587,"0",45,4
1478,2020,11,7,11,13,"1",10.00,2020/10/04 8:04:17.768,2020/10/09 18:57:07.663,"0",40,4
1450,2020,11,1,11,13,"0",0.38,2020/10/04 8:03:56.487,2020/10/09 18:56:45.896,"0",3,8
1481,2020,11,7,11,13,"2",6.25,2020/10/04 8:04:20.163,2020/10/09 18:57:09.987,"0",50,8
1482,2020,11,7,13,16,"2",12.12,2020/10/04 8:04:20.236,2020/10/09 18:57:10.062,"0",97,8
1483,2020,11,7,9,11,"3",7.12,2020/10/04 8:04:22.666,2020/10/09 18:57:12.143,"0",57,8
1484,2020,11,7,11,13,"3",7.38,2020/10/04 8:04:22.739,2020/10/09 18:57:12.216,"0",59,8
1485,2020,11,7,13,16,"3",14.62,2020/10/04 8:04:22.815,2020/10/09 18:57:12.289,"0",117,8
1486,2020,11,8,9,11,"0",3.38,2020/10/04 8:04:25.118,2020/10/09 18:57:14.414,"0",27,8
1487,2020,11,8,11,13,"0",0.75,2020/10/04 8:04:25.201,2020/10/09 18:57:14.526,"0",6,8
1488,2020,11,8,9,11,"1",10.38,2020/10/04 8:04:27.649,2020/10/09 18:57:16.628,"0",83,8
1489,2020,11,8,11,13,"1",8.88,2020/10/04 8:04:27.724,2020/10/09 18:57:16.709,"0",71,8
1490,2020,11,8,13,16,"1",28.12,2020/10/04 8:04:27.799,2020/10/09 18:57:16.784,"0",225,8
1491,2020,11,8,9,11,"2",8.88,2020/10/04 8:04:30.070,2020/10/09 18:57:18.740,"0",71,8
1492,2020,11,8,11,13,"2",8.25,2020/10/04 8:04:30.181,2020/10/09 18:57:18.920,"0",66,8
1493,2020,11,8,13,16,"2",16.62,2020/10/04 8:04:30.255,2020/10/09 18:57:18.997,"0",133,8
1494,2020,11,8,9,11,"3",13.88,2020/10/04 8:04:32.755,2020/10/09 18:57:21.177,"0",111,8
1495,2020,11,8,11,13,"3",10.25,2020/10/04 8:04:32.834,2020/10/09 18:57:21.291,"0",82,8
1496,2020,11,8,13,16,"3",18.25,2020/10/04 8:04:32.913,2020/10/09 18:57:21.370,"0",146,8
1497,2020,11,14,9,11,"0",8.50,2020/10/04 8:04:35.189,2020/10/09 18:57:23.706,"0",68,8
1498,2020,11,14,11,13,"0",6.38,2020/10/04 8:04:35.261,2020/10/09 18:57:23.780,"0",51,8
1500,2020,11,14,15,17,"0",4.75,2020/10/04 8:04:35.410,2020/10/09 18:57:23.936,"0",38,8
1501,2020,11,14,17,19,"0",4.12,2020/10/04 8:04:35.485,2020/10/09 18:57:24.012,"0",33,8
1502,2020,11,14,19,21,"0",1.88,2020/10/04 8:04:35.560,2020/10/09 18:57:24.090,"0",15,8
1503,2020,11,14,9,11,"1",9.88,2020/10/04 8:04:37.728,2020/10/09 18:57:26.128,"0",158,16
1504,2020,11,14,11,13,"1",9.62,2020/10/04 8:04:37.844,2020/10/09 18:57:26.202,"0",154,16
1505,2020,11,14,13,16,"1",15.50,2020/10/04 8:04:37.917,2020/10/09 18:57:26.277,"0",248,16
1506,2020,11,14,9,11,"2",6.25,2020/10/04 8:04:40.112,2020/10/09 18:57:28.261,"0",50,8
1507,2020,11,14,11,13,"2",7.88,2020/10/04 8:04:40.190,2020/10/09 18:57:28.334,"0",63,8
1508,2020,11,14,13,16,"2",11.50,2020/10/04 8:04:40.264,2020/10/09 18:57:28.427,"0",92,8
1509,2020,11,14,9,11,"3",15.38,2020/10/04 8:04:42.394,2020/10/09 18:57:30.379,"0",123,8
1510,2020,11,14,11,13,"3",16.25,2020/10/04 8:04:42.471,2020/10/09 18:57:30.451,"0",130,8
1511,2020,11,14,13,16,"3",25.75,2020/10/04 8:04:42.546,2020/10/09 18:57:30.525,"0",206,8
1512,2020,11,15,9,11,"0",7.00,2020/10/04 8:04:44.739,2020/10/09 18:57:32.665,"0",56,8
1513,2020,11,15,11,13,"0",7.00,2020/10/04 8:04:44.864,2020/10/09 18:57:32.747,"0",56,8
1514,2020,11,15,13,15,"0",6.62,2020/10/04 8:04:44.938,2020/10/09 18:57:32.821,"0",53,8
1515,2020,11,15,15,17,"0",5.38,2020/10/04 8:04:45.011,2020/10/09 18:57:32.900,"0",43,8
1517,2020,11,15,19,21,"0",0.62,2020/10/04 8:04:45.159,2020/10/09 18:57:33.087,"0",5,8
1518,2020,11,15,9,11,"1",10.00,2020/10/04 8:04:47.860,2020/10/09 18:57:35.173,"0",40,4
1519,2020,11,15,11,13,"1",13.75,2020/10/04 8:04:47.937,2020/10/09 18:57:35.291,"0",55,4
1520,2020,11,15,13,16,"1",18.75,2020/10/04 8:04:48.012,2020/10/09 18:57:35.373,"0",75,4
1521,2020,11,15,9,11,"2",8.62,2020/10/04 8:04:50.510,2020/10/09 18:57:37.511,"0",69,8
1522,2020,11,15,11,13,"2",8.50,2020/10/04 8:04:50.586,2020/10/09 18:57:37.603,"0",68,8
1523,2020,11,15,13,16,"2",20.38,2020/10/04 8:04:50.659,2020/10/09 18:57:37.678,"0",163,8
1524,2020,11,15,9,11,"3",11.62,2020/10/04 8:04:52.828,2020/10/09 18:57:39.659,"0",93,8
1525,2020,11,15,11,13,"3",10.75,2020/10/04 8:04:52.904,2020/10/09 18:57:39.771,"0",86,8
1526,2020,11,15,13,16,"3",19.75,2020/10/04 8:04:52.979,2020/10/09 18:57:39.847,"0",158,8
1527,2020,11,21,9,11,"0",7.88,2020/10/04 8:04:55.026,2020/10/09 18:57:41.852,"0",63,8
1528,2020,11,21,11,13,"0",7.12,2020/10/04 8:04:55.139,2020/10/09 18:57:41.945,"0",57,8
1529,2020,11,21,13,15,"0",14.88,2020/10/04 8:04:55.221,2020/10/09 18:57:42.022,"0",119,8
1530,2020,11,21,15,17,"0",6.62,2020/10/04 8:04:55.295,2020/10/09 18:57:42.100,"0",53,8
1531,2020,11,21,17,19,"0",2.00,2020/10/04 8:04:55.369,2020/10/09 18:57:42.187,"0",16,8
1532,2020,11,21,19,21,"0",1.50,2020/10/04 8:04:55.444,2020/10/09 18:57:42.264,"0",12,8
1533,2020,11,21,9,11,"1",14.25,2020/10/04 8:04:57.795,2020/10/09 18:57:44.362,"0",57,4
1534,2020,11,21,11,13,"1",9.00,2020/10/04 8:04:57.893,2020/10/09 18:57:44.474,"0",36,4
1535,2020,11,21,13,16,"1",12.00,2020/10/04 8:04:57.968,2020/10/09 18:57:44.553,"0",48,4
1536,2020,11,21,9,11,"2",5.88,2020/10/04 8:05:00.783,2020/10/09 18:57:46.716,"0",47,8
1538,2020,11,21,13,16,"2",19.62,2020/10/04 8:05:00.986,2020/10/09 18:57:46.914,"0",157,8
1539,2020,11,21,9,11,"3",10.88,2020/10/04 8:05:04.505,2020/10/09 18:57:48.981,"0",87,8
1540,2020,11,21,11,13,"3",12.25,2020/10/04 8:05:04.584,2020/10/09 18:57:49.057,"0",98,8
1541,2020,11,21,13,16,"3",22.00,2020/10/04 8:05:04.659,2020/10/09 18:57:49.148,"0",176,8
1542,2020,11,22,9,11,"0",6.50,2020/10/04 8:05:07.519,2020/10/09 18:57:51.290,"0",52,8
1543,2020,11,22,11,13,"0",7.38,2020/10/04 8:05:07.592,2020/10/09 18:57:51.364,"0",59,8
1544,2020,11,22,13,15,"0",5.88,2020/10/04 8:05:07.667,2020/10/09 18:57:51.437,"0",47,8
1545,2020,11,22,15,17,"0",7.12,2020/10/04 8:05:07.766,2020/10/09 18:57:51.510,"0",57,8
1546,2020,11,22,17,19,"0",1.88,2020/10/04 8:05:07.842,2020/10/09 18:57:51.586,"0",15,8
1547,2020,11,22,19,21,"0",0.75,2020/10/04 8:05:07.924,2020/10/09 18:57:51.686,"0",6,8
1548,2020,11,22,9,11,"1",7.12,2020/10/04 8:05:10.322,2020/10/09 18:57:53.962,"0",57,8
1549,2020,11,22,11,13,"1",7.75,2020/10/04 8:05:10.397,2020/10/09 18:57:54.036,"0",62,8
1550,2020,11,22,13,16,"1",18.75,2020/10/04 8:05:10.539,2020/10/09 18:57:54.112,"0",150,8
1551,2020,11,22,9,11,"2",5.25,2020/10/04 8:05:13.023,2020/10/09 18:57:56.240,"0",42,8
1552,2020,11,22,11,13,"2",5.62,2020/10/04 8:05:13.099,2020/10/09 18:57:56.314,"0",45,8
1553,2020,11,22,13,16,"2",11.62,2020/10/04 8:05:13.182,2020/10/09 18:57:56.388,"0",93,8
1554,2020,11,22,9,11,"3",9.00,2020/10/04 8:05:15.724,2020/10/09 18:57:58.707,"0",72,8
1556,2020,11,22,13,16,"3",16.75,2020/10/04 8:05:15.912,2020/10/09 18:57:58.868,"0",134,8
1557,2020,11,23,9,11,"0",6.75,2020/10/04 8:05:18.540,2020/10/09 18:58:01.572,"0",27,4
1558,2020,11,23,11,13,"0",8.75,2020/10/04 8:05:18.614,2020/10/09 18:58:01.647,"0",35,4
1559,2020,11,23,13,15,"0",12.50,2020/10/04 8:05:18.688,2020/10/09 18:58:01.722,"0",50,4
1560,2020,11,23,15,17,"0",10.25,2020/10/04 8:05:18.761,2020/10/09 18:58:01.796,"0",41,4
1561,2020,11,23,17,19,"0",0.75,2020/10/04 8:05:18.834,2020/10/09 18:58:01.871,"0",6,8
1480,2020,11,7,9,11,"2",5.88,2020/10/04 8:04:20.091,2020/10/09 18:57:09.910,"0",47,8
1567,2020,11,23,11,13,"2",5.75,2020/10/04 8:05:24.183,2020/10/09 18:58:06.454,"0",46,8
1568,2020,11,23,13,16,"2",9.12,2020/10/04 8:05:24.258,2020/10/09 18:58:06.649,"0",73,8
1569,2020,11,23,9,11,"3",5.75,2020/10/04 8:05:26.669,2020/10/09 18:58:08.654,"0",46,8
1570,2020,11,23,11,13,"3",10.62,2020/10/04 8:05:26.742,2020/10/09 18:58:08.733,"0",85,8
1571,2020,11,23,13,16,"3",18.88,2020/10/04 8:05:26.831,2020/10/09 18:58:08.807,"0",151,8
1592,2020,11,29,19,21,"0",0.62,2020/10/04 8:05:40.359,2020/10/09 18:58:20.730,"0",5,8
1593,2020,11,29,9,11,"1",9.88,2020/10/04 8:05:42.644,2020/10/09 18:58:22.694,"0",79,8
1594,2020,11,29,11,13,"1",9.12,2020/10/04 8:05:42.723,2020/10/09 18:58:22.769,"0",73,8
1595,2020,11,29,13,16,"1",9.75,2020/10/04 8:05:42.798,2020/10/09 18:58:22.866,"0",78,8
1596,2020,11,29,9,11,"2",9.38,2020/10/04 8:05:45.322,2020/10/09 18:58:25.107,"0",75,8
1597,2020,11,29,11,13,"2",8.62,2020/10/04 8:05:45.395,2020/10/09 18:58:25.185,"0",69,8
1598,2020,11,29,13,16,"2",10.12,2020/10/04 8:05:45.470,2020/10/09 18:58:25.257,"0",81,8
1599,2020,11,29,9,11,"3",7.25,2020/10/04 8:05:47.872,2020/10/09 18:58:27.458,"0",58,8
1600,2020,11,29,11,13,"3",9.62,2020/10/04 8:05:47.954,2020/10/09 18:58:27.549,"0",77,8
1601,2020,11,29,13,16,"3",20.00,2020/10/04 8:05:48.027,2020/10/09 18:58:27.625,"0",160,8
1449,2020,11,1,9,11,"0",1.88,2020/10/04 8:03:56.117,2020/10/09 18:56:45.658,"0",15,8
1452,2020,11,1,11,13,"1",9.75,2020/10/04 8:03:58.577,2020/10/09 18:56:49.590,"0",39,4
1471,2020,11,7,9,11,"0",8.50,2020/10/04 8:04:15.187,2020/10/09 18:57:05.085,"0",68,8
1479,2020,11,7,13,16,"1",10.25,2020/10/04 8:04:17.852,2020/10/09 18:57:07.738,"0",41,4
1499,2020,11,14,13,15,"0",8.88,2020/10/04 8:04:35.335,2020/10/09 18:57:23.855,"0",71,8
1516,2020,11,15,17,19,"0",2.12,2020/10/04 8:04:45.085,2020/10/09 18:57:32.976,"0",17,8
1537,2020,11,21,11,13,"2",10.62,2020/10/04 8:05:00.859,2020/10/09 18:57:46.817,"0",85,8
1555,2020,11,22,11,13,"3",9.88,2020/10/04 8:05:15.830,2020/10/09 18:57:58.789,"0",79,8
1562,2020,11,23,19,21,"0",0.25,2020/10/04 8:05:18.909,2020/10/09 18:58:01.947,"0",2,8
1563,2020,11,23,9,11,"1",5.12,2020/10/04 8:05:21.332,2020/10/09 18:58:04.162,"0",82,16
1564,2020,11,23,11,13,"1",4.38,2020/10/04 8:05:21.438,2020/10/09 18:58:04.247,"0",70,16
1565,2020,11,23,13,16,"1",11.00,2020/10/04 8:05:21.512,2020/10/09 18:58:04.318,"0",176,16
1566,2020,11,23,9,11,"2",4.50,2020/10/04 8:05:24.109,2020/10/09 18:58:06.239,"0",36,8
1572,2020,11,28,9,11,"0",7.00,2020/10/04 8:05:29.244,2020/10/09 18:58:11.002,"0",56,8
1573,2020,11,28,11,13,"0",6.50,2020/10/04 8:05:29.317,2020/10/09 18:58:11.107,"0",52,8
1574,2020,11,28,13,15,"0",12.62,2020/10/04 8:05:29.390,2020/10/09 18:58:11.182,"0",101,8
1575,2020,11,28,15,17,"0",9.75,2020/10/04 8:05:29.465,2020/10/09 18:58:11.256,"0",78,8
1576,2020,11,28,17,19,"0",3.25,2020/10/04 8:05:29.556,2020/10/09 18:58:11.331,"0",26,8
1577,2020,11,28,19,21,"0",2.00,2020/10/04 8:05:29.633,2020/10/09 18:58:11.410,"0",16,8
1578,2020,11,28,9,11,"1",6.38,2020/10/04 8:05:32.183,2020/10/09 18:58:13.644,"0",102,16
1579,2020,11,28,11,13,"1",6.38,2020/10/04 8:05:32.259,2020/10/09 18:58:13.718,"0",102,16
1580,2020,11,28,13,16,"1",9.06,2020/10/04 8:05:32.332,2020/10/09 18:58:13.816,"0",145,16
1581,2020,11,28,9,11,"2",6.25,2020/10/04 8:05:34.828,2020/10/09 18:58:16.012,"0",50,8
1582,2020,11,28,11,13,"2",5.88,2020/10/04 8:05:34.907,2020/10/09 18:58:16.096,"0",47,8
1583,2020,11,28,13,16,"2",8.50,2020/10/04 8:05:34.980,2020/10/09 18:58:16.178,"0",68,8
1584,2020,11,28,9,11,"3",6.38,2020/10/04 8:05:37.277,2020/10/09 18:58:18.248,"0",51,8
1585,2020,11,28,11,13,"3",9.00,2020/10/04 8:05:37.375,2020/10/09 18:58:18.327,"0",72,8
1586,2020,11,28,13,16,"3",19.00,2020/10/04 8:05:37.449,2020/10/09 18:58:18.401,"0",152,8
1587,2020,11,29,9,11,"0",8.12,2020/10/04 8:05:39.960,2020/10/09 18:58:20.343,"0",65,8
1588,2020,11,29,11,13,"0",7.00,2020/10/04 8:05:40.035,2020/10/09 18:58:20.420,"0",56,8
1589,2020,11,29,13,15,"0",7.00,2020/10/04 8:05:40.136,2020/10/09 18:58:20.500,"0",56,8
1590,2020,11,29,15,17,"0",4.75,2020/10/04 8:05:40.211,2020/10/09 18:58:20.575,"0",38,8
1591,2020,11,29,17,19,"0",1.50,2020/10/04 8:05:40.286,2020/10/09 18:58:20.653,"0",12,8
1604,2020,12,5,13,15,"0",7.50,2020/11/04 21:52:47.263,2020/11/07 11:45:54.034,"0",60,8
1605,2020,12,5,15,17,"0",5.38,2020/11/04 21:52:47.426,2020/11/07 11:45:54.115,"0",43,8
1606,2020,12,5,17,19,"0",1.00,2020/11/04 21:52:47.504,2020/11/07 11:45:54.190,"0",8,8
1607,2020,12,5,19,21,"0",0.75,2020/11/04 21:52:47.799,2020/11/07 11:45:54.275,"0",6,8
1609,2020,12,5,11,13,"1",4.75,2020/11/04 21:52:49.852,2020/11/07 11:45:56.324,"0",76,16
1610,2020,12,5,13,16,"1",8.12,2020/11/04 21:52:49.937,2020/11/07 11:45:56.401,"0",130,16
1611,2020,12,5,9,11,"2",4.38,2020/11/04 21:52:52.282,2020/11/07 11:45:58.347,"0",35,8
1612,2020,12,5,11,13,"2",8.12,2020/11/04 21:52:52.387,2020/11/07 11:45:58.426,"0",65,8
1613,2020,12,5,13,16,"2",11.00,2020/11/04 21:52:52.467,2020/11/07 11:45:58.503,"0",88,8
1614,2020,12,5,9,11,"3",13.38,2020/11/04 21:52:55.769,2020/11/07 11:46:00.728,"0",107,8
1616,2020,12,5,13,16,"3",19.62,2020/11/04 21:52:55.943,2020/11/07 11:46:01.036,"0",157,8
1617,2020,12,6,9,11,"0",5.12,2020/11/04 21:53:00.193,2020/11/07 11:46:03.129,"0",41,8
1618,2020,12,6,11,13,"0",5.88,2020/11/04 21:53:00.274,2020/11/07 11:46:03.211,"0",47,8
1619,2020,12,6,13,15,"0",5.12,2020/11/04 21:53:00.355,2020/11/07 11:46:03.290,"0",41,8
1620,2020,12,6,15,17,"0",4.00,2020/11/04 21:53:00.433,2020/11/07 11:46:03.365,"0",32,8
1621,2020,12,6,17,19,"0",1.38,2020/11/04 21:53:00.692,2020/11/07 11:46:03.439,"0",11,8
1622,2020,12,6,19,21,"0",1.12,2020/11/04 21:53:00.776,2020/11/07 11:46:03.515,"0",9,8
1623,2020,12,6,9,11,"1",12.75,2020/11/04 21:53:02.949,2020/11/07 11:46:05.473,"0",51,4
1624,2020,12,6,11,13,"1",8.25,2020/11/04 21:53:03.034,2020/11/07 11:46:05.548,"0",33,4
1625,2020,12,6,13,16,"1",11.75,2020/11/04 21:53:03.110,2020/11/07 11:46:05.626,"0",47,4
1626,2020,12,6,9,11,"2",9.00,2020/11/04 21:53:06.296,2020/11/07 11:46:07.631,"0",72,8
1627,2020,12,6,11,13,"2",7.75,2020/11/04 21:53:06.373,2020/11/07 11:46:07.719,"0",62,8
1628,2020,12,6,13,16,"2",20.75,2020/11/04 21:53:06.455,2020/11/07 11:46:07.794,"0",166,8
1629,2020,12,6,9,11,"3",9.25,2020/11/04 21:53:08.746,2020/11/07 11:46:09.825,"0",74,8
1630,2020,12,6,11,13,"3",17.75,2020/11/04 21:53:08.872,2020/11/07 11:46:09.901,"0",142,8
1631,2020,12,6,13,16,"3",25.12,2020/11/04 21:53:08.961,2020/11/07 11:46:09.977,"0",201,8
1632,2020,12,12,9,11,"0",4.50,2020/11/04 21:53:11.460,2020/11/07 11:46:12.112,"0",36,8
1633,2020,12,12,11,13,"0",5.12,2020/11/04 21:53:11.537,2020/11/07 11:46:12.236,"0",41,8
1634,2020,12,12,13,15,"0",6.12,2020/11/04 21:53:11.615,2020/11/07 11:46:12.320,"0",49,8
1603,2020,12,5,11,13,"0",4.12,2020/11/04 21:52:46.918,2020/11/07 11:45:53.956,"0",33,8
1637,2020,12,12,19,21,"0",0.88,2020/11/04 21:53:11.883,2020/11/07 11:46:12.558,"0",7,8
1638,2020,12,12,9,11,"1",4.94,2020/11/04 21:53:14.332,2020/11/07 11:46:15.070,"0",79,16
1639,2020,12,12,11,13,"1",5.44,2020/11/04 21:53:14.407,2020/11/07 11:46:15.142,"0",87,16
1640,2020,12,12,13,16,"1",12.25,2020/11/04 21:53:14.485,2020/11/07 11:46:15.216,"0",196,16
1642,2020,12,12,11,13,"2",7.25,2020/11/04 21:53:16.884,2020/11/07 11:46:17.560,"0",58,8
1643,2020,12,12,13,16,"2",6.12,2020/11/04 21:53:16.961,2020/11/07 11:46:17.637,"0",49,8
1644,2020,12,12,9,11,"3",6.88,2020/11/04 21:53:23.033,2020/11/07 11:46:19.936,"0",55,8
1645,2020,12,12,11,13,"3",7.50,2020/11/04 21:53:23.115,2020/11/07 11:46:20.012,"0",60,8
1646,2020,12,12,13,16,"3",15.12,2020/11/04 21:53:23.192,2020/11/07 11:46:20.091,"0",121,8
1647,2020,12,13,9,11,"0",7.12,2020/11/04 21:53:25.690,2020/11/07 11:46:22.430,"0",57,8
1648,2020,12,13,11,13,"0",6.75,2020/11/04 21:53:25.773,2020/11/07 11:46:22.505,"0",54,8
1649,2020,12,13,13,15,"0",3.25,2020/11/04 21:53:25.845,2020/11/07 11:46:22.588,"0",26,8
1650,2020,12,13,15,17,"0",5.12,2020/11/04 21:53:25.919,2020/11/07 11:46:22.732,"0",41,8
1651,2020,12,13,17,19,"0",3.12,2020/11/04 21:53:26.051,2020/11/07 11:46:22.810,"0",25,8
1652,2020,12,13,19,21,"0",0.75,2020/11/04 21:53:26.135,2020/11/07 11:46:22.885,"0",6,8
1653,2020,12,13,9,11,"1",5.94,2020/11/04 21:53:28.589,2020/11/07 11:46:25.308,"0",95,16
1654,2020,12,13,11,13,"1",5.00,2020/11/04 21:53:28.662,2020/11/07 11:46:25.450,"0",80,16
1655,2020,12,13,13,16,"1",10.00,2020/11/04 21:53:28.739,2020/11/07 11:46:25.535,"0",160,16
1656,2020,12,13,9,11,"2",9.25,2020/11/04 21:53:31.328,2020/11/07 11:46:27.830,"0",74,8
1657,2020,12,13,11,13,"2",5.38,2020/11/04 21:53:31.410,2020/11/07 11:46:27.906,"0",43,8
1658,2020,12,13,13,16,"2",7.12,2020/11/04 21:53:31.489,2020/11/07 11:46:27.983,"0",57,8
1659,2020,12,13,9,11,"3",10.50,2020/11/04 21:53:39.029,2020/11/07 11:46:30.481,"0",84,8
1660,2020,12,13,11,13,"3",8.88,2020/11/04 21:53:39.105,2020/11/07 11:46:30.556,"0",71,8
1661,2020,12,13,13,16,"3",7.25,2020/11/04 21:53:39.180,2020/11/07 11:46:30.633,"0",58,8
1662,2020,12,19,9,11,"0",6.00,2020/11/04 21:53:42.014,2020/11/07 11:46:33.188,"0",48,8
1663,2020,12,19,11,13,"0",4.62,2020/11/04 21:53:42.091,2020/11/07 11:46:33.294,"0",37,8
1664,2020,12,19,13,15,"0",10.62,2020/11/04 21:53:42.322,2020/11/07 11:46:33.370,"0",85,8
1665,2020,12,19,15,17,"0",7.38,2020/11/04 21:53:42.417,2020/11/07 11:46:33.447,"0",59,8
1666,2020,12,19,17,19,"0",1.88,2020/11/04 21:53:42.493,2020/11/07 11:46:33.525,"0",15,8
1667,2020,12,19,19,21,"0",0.75,2020/11/04 21:53:42.625,2020/11/07 11:46:33.621,"0",6,8
1669,2020,12,19,11,13,"1",5.69,2020/11/04 21:53:45.342,2020/11/07 11:46:35.995,"0",91,16
1670,2020,12,19,13,16,"1",6.06,2020/11/04 21:53:45.418,2020/11/07 11:46:36.072,"0",97,16
1671,2020,12,19,9,11,"2",12.12,2020/11/04 21:53:47.662,2020/11/07 11:46:38.490,"0",97,8
1672,2020,12,19,11,13,"2",7.25,2020/11/04 21:53:47.741,2020/11/07 11:46:38.591,"0",58,8
1673,2020,12,19,13,16,"2",6.62,2020/11/04 21:53:47.823,2020/11/07 11:46:38.664,"0",53,8
1674,2020,12,19,9,11,"3",7.38,2020/11/04 21:53:50.132,2020/11/07 11:46:40.872,"0",59,8
1675,2020,12,19,11,13,"3",9.88,2020/11/04 21:53:50.205,2020/11/07 11:46:40.946,"0",79,8
1676,2020,12,19,13,16,"3",22.75,2020/11/04 21:53:50.279,2020/11/07 11:46:41.020,"0",182,8
1677,2020,12,20,9,11,"0",4.12,2020/11/04 21:53:52.578,2020/11/07 11:46:43.576,"0",33,8
1678,2020,12,20,11,13,"0",4.62,2020/11/04 21:53:52.652,2020/11/07 11:46:43.662,"0",37,8
1679,2020,12,20,13,15,"0",4.62,2020/11/04 21:53:52.728,2020/11/07 11:46:43.751,"0",37,8
1680,2020,12,20,15,17,"0",4.00,2020/11/04 21:53:52.960,2020/11/07 11:46:43.831,"0",32,8
1681,2020,12,20,17,19,"0",1.12,2020/11/04 21:53:53.036,2020/11/07 11:46:43.905,"0",9,8
1682,2020,12,20,19,21,"0",0.50,2020/11/04 21:53:53.197,2020/11/07 11:46:43.980,"0",4,8
1683,2020,12,20,9,11,"1",4.56,2020/11/04 21:53:55.694,2020/11/07 11:46:46.296,"0",73,16
1684,2020,12,20,11,13,"1",5.38,2020/11/04 21:53:55.776,2020/11/07 11:46:46.371,"0",86,16
1685,2020,12,20,13,16,"1",9.69,2020/11/04 21:53:55.856,2020/11/07 11:46:46.445,"0",155,16
1686,2020,12,20,9,11,"2",5.00,2020/11/04 21:53:58.293,2020/11/07 11:46:48.894,"0",40,8
1687,2020,12,20,11,13,"2",6.62,2020/11/04 21:53:58.373,2020/11/07 11:46:48.968,"0",53,8
1688,2020,12,20,13,16,"2",6.50,2020/11/04 21:53:58.534,2020/11/07 11:46:49.043,"0",52,8
1689,2020,12,20,9,11,"3",12.00,2020/11/04 21:54:01.544,2020/11/07 11:46:51.503,"0",96,8
1690,2020,12,20,11,13,"3",8.62,2020/11/04 21:54:01.633,2020/11/07 11:46:51.587,"0",69,8
1692,2020,12,26,9,11,"0",6.75,2020/11/04 21:54:04.342,2020/11/07 11:46:54.208,"0",54,8
1693,2020,12,26,11,13,"0",6.62,2020/11/04 21:54:04.554,2020/11/07 11:46:54.283,"0",53,8
1694,2020,12,26,13,15,"0",4.50,2020/11/04 21:54:04.642,2020/11/07 11:46:54.357,"0",36,8
